customer_id,tenure,monthly_charges,total_charges,contract,payment_method,support_calls,is_senior,churn
11934,22,58.09,1259.42,Month-to-month,Bank Transfer,2,1,0
11935,12,77.57,976.93,One year,eCheck,1,0,0
11936,35,77.15,2707.12,One year,Bank Transfer,2,0,0
11937,56,95.51,5289.85,Month-to-month,eCheck,4,0,1
11938,48,68.2,3211.91,Month-to-month,eCheck,1,0,0
11939,7,58.6,451.35,One year,Bank Transfer,1,0,0
11940,6,91.36,601.37,Month-to-month,eCheck,1,0,0
11941,10,52.5,594.84,Month-to-month,eCheck,1,0,0
11942,57,29.82,1737.8,One year,Mailed Check,1,0,0
11943,11,119.75,1304.98,Two year,Bank Transfer,1,0,0
11944,14,113.29,1561.91,One year,Mailed Check,2,0,0
11945,55,65.68,3669.81,Month-to-month,eCheck,1,0,0
11946,2,92.28,157.58,One year,Bank Transfer,0,0,0
11947,36,101.71,3684.84,Month-to-month,Credit Card,0,1,1
11948,6,58.08,329.8,One year,eCheck,0,0,0
11949,5,38.11,155.39,Month-to-month,Credit Card,2,0,0
11950,12,35.95,477.12,Month-to-month,eCheck,2,0,0
11951,51,107.76,5484.97,One year,Mailed Check,2,0,0
11952,49,119.01,5739.02,One year,Credit Card,0,0,0
11953,19,64.88,1082.95,Month-to-month,Credit Card,3,0,1
11954,10,117.93,1174.79,Two year,Bank Transfer,2,0,0
11955,5,67.36,323.71,Month-to-month,Credit Card,0,0,0
11956,28,65.27,1894.5,Month-to-month,Credit Card,0,0,0
11957,49,46.85,2362.8,One year,Mailed Check,1,0,0
11958,26,76.75,2049.89,One year,Mailed Check,1,1,0
11959,3,59.06,143.46,Month-to-month,Mailed Check,0,0,0
11960,40,106.71,4316.62,One year,Mailed Check,2,0,0
11961,42,115.17,4877.17,One year,Bank Transfer,1,0,0
11962,17,91.34,1555.71,Month-to-month,Credit Card,2,0,0
11963,2,63.77,220.2,Month-to-month,eCheck,0,0,0
11964,45,56.6,2477.89,Two year,Bank Transfer,1,0,0
11965,35,117.14,4169.91,Month-to-month,eCheck,2,0,0
11966,54,87.99,4786.28,Month-to-month,eCheck,0,0,0
11967,31,82.68,2516.55,Month-to-month,Credit Card,2,0,0
11968,6,20.06,91.76,Month-to-month,Bank Transfer,1,0,0
11969,47,118.56,5635.54,Month-to-month,Mailed Check,2,0,0
11970,39,53.79,2109.22,Two year,Bank Transfer,1,0,0
11971,27,70.24,1823.52,Month-to-month,Mailed Check,0,0,0
11972,12,36.53,435.84,Two year,Mailed Check,3,0,0
11973,59,116.52,6847.35,Two year,Mailed Check,1,0,0
11974,4,108.25,381.22,Month-to-month,Credit Card,0,0,0
11975,59,59.59,3466.87,Month-to-month,eCheck,3,0,0
11976,34,99.73,3423.6,Month-to-month,Mailed Check,1,0,0
11977,59,119.71,7080.99,Month-to-month,eCheck,1,0,0
11978,59,107.11,6240.3,Month-to-month,eCheck,0,0,0
11979,25,30.27,734.39,Month-to-month,Mailed Check,3,0,1
11980,53,27.96,1515.93,One year,Credit Card,0,0,0
11981,50,54.53,2759.05,Month-to-month,Credit Card,1,0,0
11982,51,68.88,3594.67,Month-to-month,Mailed Check,2,1,0
11983,15,43.33,611.2,One year,Bank Transfer,3,0,0
11984,53,35.83,1871.89,One year,eCheck,1,0,0
11985,50,43.17,2082.34,Two year,Mailed Check,1,0,0
11986,55,115.78,6417.97,One year,Bank Transfer,2,0,0
11987,18,100.97,1883.6,Month-to-month,Mailed Check,0,0,0
11988,33,35.52,1202.6,Two year,eCheck,2,0,0
11989,52,62.96,3347.62,One year,Mailed Check,5,0,0
11990,2,104.41,202.13,Month-to-month,eCheck,1,0,0
11991,37,47.32,1719.12,Month-to-month,Credit Card,2,0,0
11992,49,72.14,3517.55,Two year,eCheck,2,0,0
11993,25,48.86,1291.0,Month-to-month,Credit Card,0,0,0
11994,26,112.89,2792.03,One year,eCheck,1,0,0
11995,21,71.12,1465.61,One year,Bank Transfer,1,1,0
11996,53,50.79,2772.0,Month-to-month,Mailed Check,0,1,0
11997,22,93.73,2007.75,Two year,eCheck,1,0,0
11998,22,43.59,1043.87,Month-to-month,Bank Transfer,1,0,0
11999,54,45.6,2559.36,Month-to-month,Bank Transfer,2,0,0
12000,58,112.59,6612.46,Month-to-month,eCheck,0,0,0
12001,55,109.12,6006.52,Month-to-month,Mailed Check,1,0,1
12002,15,37.53,620.29,Month-to-month,Bank Transfer,2,0,0
12003,27,29.97,835.82,Month-to-month,Credit Card,0,0,0
12004,14,107.98,1516.22,Two year,eCheck,0,0,0
12005,54,63.18,3401.77,Month-to-month,eCheck,2,0,0
12006,29,97.03,2835.64,Month-to-month,Credit Card,0,0,0
12007,54,54.9,2930.54,Month-to-month,Bank Transfer,0,0,0
12008,1,26.18,12.85,Two year,eCheck,0,0,0
12009,12,32.34,474.0,Month-to-month,eCheck,2,0,0
12010,50,66.58,3334.62,Month-to-month,eCheck,1,0,0
12011,2,94.43,162.07,Month-to-month,eCheck,2,0,0
12012,38,111.19,4252.03,Month-to-month,Bank Transfer,0,0,1
12013,9,51.06,418.51,Month-to-month,Bank Transfer,2,0,0
12014,42,62.14,2571.41,Month-to-month,Mailed Check,0,0,0
12015,51,91.29,4670.33,One year,eCheck,0,0,0
12016,36,89.1,3228.94,Two year,Bank Transfer,2,0,0
12017,26,98.12,2579.6,Two year,Credit Card,2,0,0
12018,11,94.83,1050.46,Month-to-month,Bank Transfer,1,0,1
12019,25,72.81,1879.16,One year,eCheck,0,0,0
12020,33,95.68,3167.01,Month-to-month,Mailed Check,2,0,0
12021,6,64.71,422.3,Month-to-month,Mailed Check,0,0,0
12022,11,98.01,1054.52,Month-to-month,Bank Transfer,0,0,0
12023,5,66.02,322.23,One year,Mailed Check,0,0,0
12024,1,31.08,93.61,Month-to-month,Bank Transfer,0,0,0
12025,19,100.96,1882.84,Month-to-month,Credit Card,1,0,0
12026,51,35.81,1849.96,One year,Credit Card,0,0,0
12027,25,74.39,1937.0,One year,Credit Card,0,0,0
12028,58,93.32,5352.64,Month-to-month,Bank Transfer,1,0,0
12029,52,83.02,4277.13,Month-to-month,Bank Transfer,0,0,0
12030,58,76.08,4398.56,Month-to-month,Bank Transfer,0,0,0
12031,39,117.68,4605.08,Month-to-month,eCheck,1,0,0
12032,1,46.38,5.42,Month-to-month,Credit Card,1,0,0
12033,1,70.12,76.1,Month-to-month,Credit Card,0,0,0
12034,26,94.31,2432.72,Month-to-month,Mailed Check,1,0,0
12035,10,118.06,1144.28,Month-to-month,eCheck,1,1,1
12036,49,43.66,2095.47,One year,eCheck,0,0,0
12037,38,23.4,878.91,One year,Credit Card,0,0,0
12038,27,100.78,2748.11,Month-to-month,Credit Card,1,0,1
12039,45,84.52,3782.9,One year,eCheck,0,1,0
12040,55,64.67,3492.88,One year,Bank Transfer,1,0,0
12041,52,111.31,5821.52,Month-to-month,Mailed Check,0,1,1
12042,54,117.8,6340.58,Month-to-month,Mailed Check,1,0,0
12043,35,57.3,2023.12,Month-to-month,Bank Transfer,2,0,0
12044,10,62.29,623.25,Month-to-month,Bank Transfer,1,0,0
12045,20,76.04,1516.0,Month-to-month,Bank Transfer,3,0,1
12046,53,58.61,3122.83,Month-to-month,Credit Card,2,0,0
12047,38,64.42,2520.32,One year,eCheck,1,0,0
12048,17,43.56,778.19,Month-to-month,Credit Card,2,0,0
12049,22,103.51,2289.65,One year,eCheck,5,0,0
12050,31,64.55,2043.63,Month-to-month,Mailed Check,1,0,0
12051,44,110.49,4812.37,One year,Credit Card,2,0,0
12052,56,102.14,5709.98,Month-to-month,Bank Transfer,4,0,1
12053,6,69.65,446.41,Month-to-month,Bank Transfer,0,0,0
12054,28,40.1,1113.23,One year,Mailed Check,1,0,0
12055,39,21.45,922.5,Two year,Mailed Check,0,0,0
12056,56,47.96,2689.26,Month-to-month,eCheck,2,0,0
12057,6,101.11,553.5,Month-to-month,eCheck,0,0,0
12058,14,75.41,1028.75,Month-to-month,Bank Transfer,1,0,0
12059,4,97.01,406.76,Month-to-month,Mailed Check,1,0,0
12060,20,29.91,598.59,Month-to-month,Credit Card,0,0,0
12061,45,95.41,4294.57,Month-to-month,Bank Transfer,1,0,0
12062,10,118.64,1195.13,Two year,Bank Transfer,0,0,0
12063,11,22.62,165.2,Month-to-month,Bank Transfer,2,1,0
12064,44,33.35,1405.38,Two year,eCheck,0,0,0
12065,39,105.43,4110.92,Two year,Credit Card,0,0,0
12066,26,58.15,1484.09,One year,eCheck,2,0,0
12067,37,52.16,1993.72,Month-to-month,Bank Transfer,1,0,0
12068,8,104.96,826.85,Month-to-month,Mailed Check,2,0,0
12069,45,108.06,4851.5,One year,Credit Card,0,0,0
12070,3,119.26,394.23,Month-to-month,Credit Card,1,0,0
12071,29,45.06,1338.0,Month-to-month,Credit Card,2,0,0
12072,40,77.89,3149.56,Month-to-month,Credit Card,2,0,0
12073,57,29.89,1735.36,Month-to-month,Credit Card,4,0,0
12074,13,70.42,1013.82,One year,Credit Card,2,0,0
12075,17,103.83,1773.53,Month-to-month,Mailed Check,1,0,0
12076,31,53.28,1701.18,Month-to-month,eCheck,1,0,0
12077,27,71.24,1906.95,Month-to-month,Credit Card,1,0,0
12078,51,86.62,4392.6,Month-to-month,eCheck,1,0,1
12079,9,27.15,229.22,Month-to-month,Bank Transfer,3,0,1
12080,19,48.82,995.07,Month-to-month,Credit Card,2,0,0
12081,35,56.72,1985.17,One year,Mailed Check,0,0,0
12082,17,111.59,1889.82,Month-to-month,eCheck,2,0,0
12083,24,89.57,2136.96,Month-to-month,Credit Card,3,0,1
12084,24,82.25,1928.27,One year,Bank Transfer,0,0,0
12085,4,44.02,231.18,Month-to-month,Mailed Check,0,0,0
12086,48,105.38,5038.7,Two year,Mailed Check,3,0,0
12087,22,42.6,855.37,Month-to-month,eCheck,2,0,0
12088,59,97.0,5715.27,Month-to-month,Credit Card,1,0,0
12089,50,47.3,2343.58,Month-to-month,eCheck,0,0,0
12090,29,114.77,3398.74,One year,Mailed Check,3,0,0
12091,51,25.36,1258.22,Month-to-month,Credit Card,0,0,0
12092,18,31.2,608.99,Month-to-month,Credit Card,0,0,0
12093,50,109.31,5508.24,Month-to-month,Mailed Check,3,0,1
12094,21,36.54,655.84,Month-to-month,Bank Transfer,2,0,0
12095,58,78.63,4565.68,Month-to-month,Bank Transfer,1,0,0
12096,42,55.91,2351.84,Two year,Bank Transfer,1,0,0
12097,46,77.77,3559.13,Month-to-month,Bank Transfer,2,0,0
12098,6,81.37,476.66,One year,Mailed Check,1,0,0
12099,52,67.42,3570.84,One year,Mailed Check,2,0,0
12100,20,69.7,1439.28,Two year,eCheck,3,1,0
12101,33,93.74,3027.5,Month-to-month,Credit Card,2,0,0
12102,35,38.27,1360.01,Month-to-month,Mailed Check,1,0,0
12103,48,90.05,4335.45,One year,eCheck,3,0,0
12104,59,23.13,1386.92,Month-to-month,Bank Transfer,0,0,0
12105,40,98.85,3969.91,Month-to-month,Mailed Check,0,0,1
12106,51,60.59,2951.7,One year,Credit Card,1,0,0
12107,46,88.28,4116.67,Month-to-month,Bank Transfer,0,0,0
12108,36,34.9,1239.87,Month-to-month,Bank Transfer,3,0,1
12109,29,116.21,3362.19,One year,Mailed Check,0,1,0
12110,15,112.23,1703.18,Month-to-month,Mailed Check,3,0,1
12111,11,107.56,1151.35,One year,Mailed Check,5,1,0
12112,5,101.59,510.46,Month-to-month,Mailed Check,2,0,1
12113,8,95.06,724.76,Month-to-month,Credit Card,1,0,0
12114,42,22.05,877.4,Month-to-month,eCheck,1,0,0
12115,57,66.9,3873.57,One year,Credit Card,0,0,0
12116,1,40.88,26.34,Month-to-month,Bank Transfer,0,0,0
12117,26,27.37,693.64,Month-to-month,Mailed Check,3,0,1
12118,3,89.7,261.26,Month-to-month,eCheck,0,0,0
12119,18,119.27,2170.54,One year,Bank Transfer,0,1,0
12120,29,117.25,3455.62,One year,eCheck,0,0,0
12121,29,59.21,1770.96,Month-to-month,Credit Card,0,0,0
12122,18,42.92,706.82,Month-to-month,Mailed Check,2,0,0
12123,27,80.32,2162.62,One year,Mailed Check,1,0,0
12124,26,33.57,880.41,Month-to-month,Mailed Check,1,0,0
12125,27,101.79,2699.2,Month-to-month,eCheck,0,0,0
12126,19,109.56,2068.52,Month-to-month,Credit Card,2,0,0
12127,40,81.25,3248.02,Month-to-month,eCheck,2,0,0
12128,3,108.35,363.48,Month-to-month,Mailed Check,0,0,0
12129,44,40.22,1747.69,One year,eCheck,0,0,0
12130,1,107.79,36.29,Month-to-month,eCheck,2,0,0
12131,55,51.99,2909.81,Month-to-month,Credit Card,1,0,0
12132,43,71.15,3054.28,Month-to-month,eCheck,0,1,0
12133,51,112.21,5763.5,Month-to-month,eCheck,0,0,1
12134,17,70.45,1231.25,One year,eCheck,1,1,0
12135,44,100.09,4470.5,Month-to-month,Credit Card,0,0,1
12136,55,41.44,2186.33,Month-to-month,Credit Card,0,0,0
12137,1,24.77,140.38,Month-to-month,Bank Transfer,0,0,0
12138,25,114.35,2822.3,One year,Mailed Check,1,0,0
12139,19,111.91,2057.91,One year,Credit Card,0,0,0
12140,17,98.44,1663.02,Month-to-month,Mailed Check,2,0,1
12141,45,69.62,3131.66,Two year,Bank Transfer,2,0,0
12142,1,43.12,13.74,Month-to-month,Credit Card,1,0,0
12143,7,24.07,174.48,Month-to-month,Bank Transfer,0,0,0
12144,58,105.75,6168.0,Month-to-month,Credit Card,0,0,0
12145,49,109.62,5304.5,Month-to-month,Bank Transfer,0,0,0
12146,31,44.18,1379.39,Two year,Mailed Check,2,0,0
12147,20,85.59,1718.49,One year,Bank Transfer,0,0,0
12148,38,70.54,2710.99,Two year,Credit Card,0,0,0
12149,8,69.17,533.8,Month-to-month,Mailed Check,2,0,0
12150,55,68.23,3747.79,Month-to-month,Bank Transfer,1,0,0
12151,43,71.26,3056.95,One year,Bank Transfer,0,0,0
12152,29,26.57,709.6,Month-to-month,Mailed Check,0,0,0
12153,28,42.52,1168.77,Two year,eCheck,0,0,0
12154,16,43.61,689.01,Month-to-month,Bank Transfer,2,0,0
12155,12,60.14,716.28,Two year,eCheck,2,0,0
12156,32,58.65,1827.58,One year,eCheck,1,0,0
12157,39,118.11,4566.07,One year,eCheck,0,1,0
12158,26,112.55,2943.2,One year,Credit Card,3,0,0
12159,36,89.77,3223.94,One year,eCheck,0,0,0
12160,23,57.02,1335.84,One year,Credit Card,2,0,0
12161,18,76.37,1472.9,One year,Mailed Check,1,0,0
12162,4,67.89,236.26,Month-to-month,eCheck,0,0,0
12163,26,56.96,1542.61,One year,Mailed Check,1,0,0
12164,7,105.47,691.58,Month-to-month,Credit Card,2,0,0
12165,7,97.35,631.06,Month-to-month,eCheck,0,0,0
12166,7,91.39,649.09,One year,Bank Transfer,0,0,0
12167,55,57.15,3150.5,Month-to-month,Credit Card,0,0,0
12168,13,60.36,680.78,Two year,Credit Card,0,0,0
12169,49,56.06,2788.83,One year,Credit Card,2,0,0
12170,30,88.81,2605.25,Month-to-month,Credit Card,2,0,0
12171,55,93.63,5058.26,One year,Bank Transfer,0,0,0
12172,49,100.86,4863.2,Month-to-month,eCheck,1,1,1
12173,23,76.68,1812.89,Month-to-month,Bank Transfer,1,0,0
12174,22,49.72,1089.95,Two year,Mailed Check,1,0,0
12175,55,100.11,5547.62,One year,Bank Transfer,3,0,0
12176,11,82.22,945.85,Month-to-month,eCheck,3,0,1
12177,11,116.32,1232.71,Month-to-month,Bank Transfer,0,0,1
12178,4,57.29,297.88,One year,Credit Card,0,1,0
12179,18,36.35,667.92,Two year,eCheck,0,0,0
12180,37,103.78,3873.51,Month-to-month,Mailed Check,0,0,0
12181,22,20.18,386.13,One year,eCheck,0,1,0
12182,32,35.97,1199.61,One year,Credit Card,1,0,0
12183,58,80.9,4657.82,Two year,eCheck,1,0,0
12184,53,89.06,4613.41,Two year,eCheck,1,1,0
12185,51,45.27,2318.81,Month-to-month,Credit Card,0,0,0
12186,41,23.31,997.03,One year,eCheck,1,0,0
12187,59,75.43,4365.76,Month-to-month,Mailed Check,3,1,1
12188,26,97.93,2465.08,Month-to-month,Bank Transfer,0,0,0
12189,14,119.14,1634.73,Month-to-month,Credit Card,2,0,1
12190,10,51.04,566.58,Month-to-month,eCheck,1,0,0
12191,17,50.63,851.91,Two year,Mailed Check,0,0,0
12192,48,90.7,4395.14,Month-to-month,Mailed Check,3,0,1
12193,10,98.55,942.73,Month-to-month,Credit Card,0,0,1
12194,20,48.74,967.87,Month-to-month,Credit Card,1,0,0
12195,14,31.03,489.43,Month-to-month,Bank Transfer,0,0,0
12196,34,45.07,1518.82,Month-to-month,eCheck,1,0,0
12197,31,45.01,1333.24,One year,Credit Card,1,1,0
12198,18,71.31,1343.92,Two year,Credit Card,2,0,0
12199,11,39.34,415.13,Month-to-month,eCheck,5,0,1
12200,22,27.44,553.85,Month-to-month,eCheck,2,0,0
12201,50,116.54,5874.14,Month-to-month,Bank Transfer,2,0,0
12202,1,80.64,-26.82,Two year,Mailed Check,1,0,0
12203,9,21.73,173.23,Month-to-month,eCheck,1,0,0
12204,36,91.5,3279.59,One year,Credit Card,1,0,0
12205,34,38.15,1244.7,Two year,eCheck,1,1,0
12206,55,59.53,3235.27,Month-to-month,Mailed Check,1,0,0
12207,27,74.89,2089.4,Month-to-month,Bank Transfer,0,0,0
12208,35,93.26,3313.87,Month-to-month,Bank Transfer,4,1,1
12209,42,116.31,4859.35,Month-to-month,eCheck,1,0,0
12210,59,45.12,2654.64,Month-to-month,Bank Transfer,2,0,0
12211,41,23.99,968.15,Month-to-month,eCheck,3,0,0
12212,38,40.01,1547.13,Two year,Mailed Check,1,1,0
12213,19,52.95,961.84,Month-to-month,eCheck,0,0,0
12214,19,41.72,685.66,Month-to-month,Bank Transfer,2,0,0
12215,20,62.25,1225.43,Two year,Credit Card,0,0,0
12216,44,62.78,2672.65,Month-to-month,eCheck,1,1,0
12217,37,114.83,4230.9,One year,Mailed Check,0,0,0
12218,25,115.0,2805.4,One year,eCheck,1,0,0
12219,32,63.75,2076.32,One year,Bank Transfer,0,1,0
12220,56,56.34,3182.08,Month-to-month,Bank Transfer,0,0,0
12221,1,108.41,58.39,Month-to-month,eCheck,2,0,1
12222,38,90.1,3321.38,One year,eCheck,1,0,0
12223,16,108.74,1746.76,Month-to-month,eCheck,0,0,0
12224,39,62.32,2397.88,Two year,Bank Transfer,1,0,0
12225,35,22.18,733.35,One year,Mailed Check,2,0,0
12226,6,49.86,393.09,One year,Credit Card,1,0,0
12227,41,40.12,1611.1,Two year,eCheck,1,0,0
12228,41,82.1,3423.85,Month-to-month,Mailed Check,2,0,0
12229,46,79.03,3573.48,Month-to-month,Mailed Check,2,0,0
12230,30,31.03,1006.72,Month-to-month,Credit Card,1,0,0
12231,11,100.14,1148.7,Month-to-month,eCheck,0,0,1
12232,30,88.11,2667.76,Month-to-month,eCheck,0,1,1
12233,37,61.41,2348.7,One year,Mailed Check,1,1,0
12234,31,63.83,1936.79,Month-to-month,Bank Transfer,2,1,0
12235,46,66.73,3098.74,One year,eCheck,2,0,0
12236,31,88.33,2716.48,One year,Bank Transfer,2,0,0
12237,11,68.69,745.42,Two year,Mailed Check,0,0,0
12238,4,110.13,550.28,Two year,eCheck,1,0,0
12239,46,82.75,3697.7,One year,Bank Transfer,0,0,0
12240,52,56.22,2967.61,Month-to-month,eCheck,1,0,0
12241,46,97.71,4592.59,One year,eCheck,2,0,0
12242,27,77.97,2046.01,Month-to-month,Bank Transfer,0,0,0
12243,6,38.85,153.74,Month-to-month,Credit Card,0,0,0
12244,50,86.39,4336.7,Month-to-month,Bank Transfer,0,0,0
12245,18,109.63,1973.45,One year,eCheck,1,0,0
12246,44,66.13,3006.36,Month-to-month,Credit Card,1,0,0
12247,29,77.91,2211.6,Month-to-month,eCheck,0,0,0
12248,5,27.43,94.04,One year,Credit Card,2,0,0
12249,30,25.61,767.45,One year,Mailed Check,0,0,0
12250,1,45.61,82.13,One year,Credit Card,1,0,0
12251,23,115.04,2469.7,Month-to-month,Mailed Check,1,0,0
12252,47,30.53,1459.53,One year,Bank Transfer,0,0,0
12253,58,51.78,2957.4,Month-to-month,eCheck,2,0,0
12254,39,85.8,3296.94,Two year,Bank Transfer,0,0,0
12255,18,109.29,1984.31,Month-to-month,Credit Card,1,0,0
12256,3,115.89,275.9,Month-to-month,Credit Card,0,0,0
12257,2,84.07,179.28,Month-to-month,eCheck,0,0,0
12258,41,24.5,981.35,Month-to-month,Mailed Check,1,0,0
12259,2,63.96,116.06,Two year,eCheck,0,0,0
12260,52,109.85,5642.8,One year,Bank Transfer,0,0,0
12261,38,50.69,1876.51,Month-to-month,eCheck,2,0,0
12262,5,20.57,119.03,Month-to-month,Mailed Check,1,0,0
12263,36,112.38,4006.6,Month-to-month,Credit Card,1,0,0
12264,36,109.06,3862.68,Month-to-month,Credit Card,3,0,1
12265,21,92.83,1905.12,Month-to-month,Credit Card,0,0,0
12266,32,36.67,1110.48,Two year,Bank Transfer,4,0,0
12267,25,91.79,2321.25,One year,Mailed Check,1,0,0
12268,2,32.54,102.28,Month-to-month,Bank Transfer,1,0,0
12269,44,44.88,1976.5,Month-to-month,eCheck,0,0,0
12270,51,22.41,1169.67,Month-to-month,Bank Transfer,1,0,0
12271,44,41.52,1809.85,Month-to-month,Bank Transfer,0,0,0
12272,8,108.71,899.76,Month-to-month,Bank Transfer,1,0,0
12273,26,94.67,2371.64,Month-to-month,eCheck,2,0,0
12274,7,87.7,641.89,Month-to-month,Credit Card,1,0,0
12275,47,80.18,3802.05,Month-to-month,Credit Card,1,0,0
12276,42,41.85,1790.49,Month-to-month,Bank Transfer,0,0,0
12277,51,28.67,1461.93,One year,Mailed Check,2,0,0
12278,5,45.34,268.13,One year,eCheck,1,0,0
12279,1,105.87,64.19,Month-to-month,Mailed Check,3,0,1
12280,31,71.65,2231.48,Month-to-month,Mailed Check,0,0,0
12281,51,27.03,1448.03,Month-to-month,Credit Card,2,0,0
12282,19,48.4,928.29,Month-to-month,eCheck,0,0,0
12283,1,65.12,42.57,One year,eCheck,0,0,0
12284,12,37.6,503.07,Month-to-month,eCheck,1,0,0
12285,53,30.71,1621.33,Month-to-month,Bank Transfer,1,0,0
12286,21,68.96,1503.06,One year,eCheck,1,0,0
12287,40,107.57,4343.9,One year,eCheck,0,0,0
12288,28,43.14,1179.3,One year,eCheck,0,0,0
12289,48,63.46,3065.0,Two year,Mailed Check,1,0,0
12290,34,99.79,3407.84,One year,eCheck,1,0,0
12291,3,76.52,272.78,One year,Credit Card,0,0,0
12292,31,83.1,2576.35,Month-to-month,Credit Card,0,0,0
12293,36,91.49,3258.07,Two year,eCheck,0,0,0
12294,32,101.43,3291.39,One year,Bank Transfer,2,0,0
12295,5,25.34,234.39,Month-to-month,Credit Card,2,0,0
12296,9,77.09,636.71,Two year,eCheck,1,0,0
12297,20,28.69,574.64,Month-to-month,Bank Transfer,2,0,0
12298,2,35.99,218.33,Month-to-month,Credit Card,3,0,0
12299,52,25.15,1302.06,Month-to-month,Bank Transfer,2,1,0
12300,31,37.51,1152.33,Two year,Mailed Check,1,0,0
12301,5,107.36,521.53,Month-to-month,Credit Card,0,0,0
12302,7,36.92,274.66,Two year,eCheck,1,0,0
12303,31,22.16,769.61,Month-to-month,Mailed Check,3,0,0
12304,8,45.42,336.8,Month-to-month,eCheck,2,0,0
12305,44,96.93,4254.43,One year,Credit Card,0,0,0
12306,28,72.99,2099.91,Two year,Mailed Check,2,0,0
12307,27,74.44,1967.42,Month-to-month,Mailed Check,0,0,0
12308,10,86.05,878.7,Two year,Mailed Check,1,0,0
12309,50,51.32,2558.1,One year,Mailed Check,2,0,0
12310,29,98.95,2835.64,Month-to-month,Mailed Check,0,1,1
12311,41,69.32,2815.66,Two year,Bank Transfer,3,0,0
12312,43,50.85,2218.65,Month-to-month,eCheck,1,1,0
12313,39,46.22,1799.36,Month-to-month,eCheck,3,0,1
12314,9,118.28,1058.34,Month-to-month,Credit Card,1,0,0
12315,37,98.7,3669.81,Month-to-month,Mailed Check,1,0,0
12316,11,75.6,815.74,One year,Bank Transfer,1,0,0
12317,31,71.33,2154.87,One year,Bank Transfer,0,1,0
12318,52,80.72,4239.32,Month-to-month,Mailed Check,2,0,0
12319,22,22.42,540.59,One year,Credit Card,0,0,0
12320,32,28.34,948.22,Month-to-month,Credit Card,0,1,0
12321,26,84.83,2292.41,Month-to-month,Bank Transfer,1,0,0
12322,6,87.28,575.03,Month-to-month,Bank Transfer,1,1,0
12323,31,108.93,3312.09,Month-to-month,Bank Transfer,2,0,0
12324,46,81.59,3810.87,Month-to-month,Credit Card,1,0,0
12325,44,94.26,4159.95,One year,Bank Transfer,1,0,0
12326,32,76.54,2366.64,Month-to-month,Credit Card,1,0,0
12327,55,60.17,3280.79,Month-to-month,Mailed Check,0,0,0
12328,29,65.64,1964.55,Month-to-month,Bank Transfer,0,0,0
12329,20,115.38,2240.8,One year,eCheck,3,0,0
12330,57,113.26,6475.54,Month-to-month,Mailed Check,1,1,1
12331,35,108.31,3818.94,Month-to-month,eCheck,2,0,0
12332,59,77.3,4572.84,One year,eCheck,1,0,0
12333,30,41.4,1256.69,Month-to-month,eCheck,1,0,0
12334,24,27.85,699.4,Two year,Bank Transfer,1,0,0
12335,24,110.99,2657.36,One year,Credit Card,0,0,0
12336,24,30.29,649.16,Two year,Bank Transfer,2,0,0
12337,42,55.57,2295.59,Two year,eCheck,2,0,0
12338,3,101.31,343.08,Month-to-month,eCheck,0,0,0
12339,19,40.63,706.32,Month-to-month,Bank Transfer,0,0,0
12340,14,99.73,1292.48,Month-to-month,eCheck,1,0,0
12341,7,43.72,312.45,Month-to-month,Bank Transfer,0,0,0
12342,9,98.46,827.59,One year,Credit Card,2,1,0
12343,17,91.16,1498.8,Month-to-month,Mailed Check,0,1,1
12344,7,48.62,375.71,Month-to-month,Bank Transfer,2,0,0
12345,27,53.73,1452.62,Month-to-month,Mailed Check,1,0,0
12346,25,56.26,1386.75,Month-to-month,Bank Transfer,3,1,1
12347,38,77.76,2949.6,One year,Credit Card,0,0,0
12348,13,110.66,1504.82,Month-to-month,Credit Card,1,0,0
12349,48,74.62,3586.22,Month-to-month,Mailed Check,2,0,0
12350,2,61.64,146.76,One year,Bank Transfer,3,0,0
12351,9,59.1,509.37,Two year,eCheck,1,1,0
12352,9,37.54,252.31,One year,eCheck,0,0,0
12353,39,86.99,3409.75,Month-to-month,eCheck,1,0,0
12354,42,69.59,2913.69,Two year,Bank Transfer,1,0,0
12355,6,109.51,678.94,Month-to-month,eCheck,0,0,0
12356,46,71.6,3326.95,Two year,Bank Transfer,1,0,0
12357,33,115.57,3784.79,Month-to-month,Credit Card,3,0,1
12358,25,64.02,1587.99,Month-to-month,Mailed Check,1,1,0
12359,22,71.56,1628.92,Month-to-month,Credit Card,1,0,0
12360,11,38.24,406.59,Two year,eCheck,0,0,0
12361,33,98.92,3351.75,Month-to-month,eCheck,1,0,0
12362,46,22.86,1047.1,Month-to-month,eCheck,1,0,0
12363,19,37.91,751.03,Two year,Mailed Check,0,0,0
12364,39,51.52,1961.06,Month-to-month,Bank Transfer,0,0,0
12365,26,103.92,2685.95,Two year,Mailed Check,0,0,0
12366,11,81.11,920.22,Month-to-month,Credit Card,0,0,0
12367,20,50.72,1043.66,Two year,Bank Transfer,0,0,0
12368,24,111.5,2707.97,Month-to-month,Mailed Check,0,0,0
12369,7,103.15,709.04,Month-to-month,Bank Transfer,1,1,0
12370,17,23.09,352.28,Month-to-month,eCheck,2,0,0
12371,56,44.21,2423.87,Month-to-month,eCheck,1,0,0
12372,9,89.72,791.59,Two year,Bank Transfer,2,1,0
12373,14,107.04,1518.03,Month-to-month,Credit Card,0,0,0
